Address,Baths,Price,Rooms,Surface,Title
Móstoles,1 baño,187.500 €,3 dorm.,83 m,Piso en venta en Centro - Hospital
Marque De Vadillo - Comillas- Madrid,1 baño,219.000 €,3 dorm.,78 m,Piso en venta en Carabanchel
Marque De Vadillo - Comillas- Madrid,1 baño,108.000 €,1 dorm.,43 m,Piso en venta en Carabanchel
Ciudad De Los Angeles- Madrid,1 baño,155.000 €,3 dorm.,75 m,Piso en venta en Villaverde
Fuencarral- Peñagrande- Madrid,1 baño,205.000 €,3 dorm.,64 m,Piso en venta en Islas Cíes
Brunete,2 baños,890.000 €,1 dorm.,429 m,Casa en venta en Brunete
Arganda Del Rey,1 baño,125.000 €,3 dorm.,85 m,Piso en venta en Arganda Del Rey
Morata De Tajuña,1 baño,120.000 €,3 dorm.,67 m,Piso en venta en Morata De Tajuña
Getafe Centro- Getafe,1 baño,145.600 €,3 dorm.,64 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
Villalbilla,3 baños,234.000 €,3 dorm.,140 m,Casa en venta en Villalbilla
Fuenlabrada,1 baño,136.900 €,3 dorm.,89 m,Piso en venta en Centro
Ciudad De Los Angeles- Madrid,1 baño,102.500 €,2 dorm.,52 m,Piso en venta en Villaverde
Marque De Vadillo - Comillas- Madrid,1 baño,129.000 €,2 dorm.,50 m,Piso en venta en Carabanchel
San Fernando De Henares,1 baño,169.000 €,3 dorm.,90 m,Piso en venta en San Fernando De Henares
Majadahonda,2 baños,306.000 €,2 dorm.,75 m,Piso en venta en Majadahonda
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,1 baño,180.000 €,2 dorm.,55 m,Piso en venta en Fuencarral
Madrid,1 baño,199.900 €,3 dorm.,89 m,Piso en venta en Vicálvaro
Meco,1 baño,119.000 €,3 dorm.,131 m,Piso en venta en Meco
Simancas- Madrid,1 baño,110.000 €,2 dorm.,55 m,Piso en venta en San Blas
Salamanca- Fuente Del Berro- Madrid,2 baños,460.000 €,2 dorm.,87 m,Ático en venta en Antonio Toledano
Madrid,2 baños,315.000 €,3 dorm.,138 m,Piso en venta en Moratalaz
Salamanca- Fuente Del Berro- Madrid,3 baños,650.000 €,5 dorm.,286 m,Piso en venta en Calle de Alcalá
Palomeras - Portazgo- Madrid,1 baño,149.500 €,3 dorm.,61 m,Piso en venta en Puente De Vallecas
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,132.260 €,3 dorm.,64 m,Piso en venta en Villaverde
Madrid,1 baño,144.900 €,3 dorm.,64 m,Piso en venta en Moratalaz
Majadahonda,2 baños,315.000 €,3 dorm.,126 m,Piso en venta en Majadahonda
Móstoles,1 baño,130.000 €,3 dorm.,67 m,Piso en venta en Centro - Hospital
Majadahonda,1 baño,170.000 €,1 dorm.,65 m,Piso en venta en Majadahonda
Pueblo Nuevo- Madrid,1 baño,135.000 €,2 dorm.,51 m,Piso en venta en Ciudad Lineal
Pueblo Nuevo- Madrid,1 baño,178.000 €,3 dorm.,68 m,Piso en venta en Ciudad Lineal
Parla,1 baño,115.000 €,3 dorm.,88 m,Piso en venta en Parla
Quintana- Madrid,1 baño,194.000 €,2 dorm.,58 m,Piso en venta en Ciudad Lineal
Pinto,1 baño,135.000 €,1 dorm.,62 m,Local comercial en venta en Pinto
Zarzaquemada- Leganés,1 baño,159.000 €,3 dorm.,83 m,Piso en venta en Zarzaquemada - Carrascal
Aluche- Madrid,1 baño,159.000 €,3 dorm.,65 m,Piso en venta en Latina
Perales De Tajuña,1 baño,129.000 €,4 dorm.,96 m,Piso en venta en Perales De Tajuña
Meco,2 baños,190.000 €,4 dorm.,98 m,Casa en venta en Meco
Lista- Madrid,2 baños,1.295.000 €,3 dorm.,150 m,Ático en venta en Salamanca
Villafontana Ii- Móstoles,1 baño,185.000 €,3 dorm.,90 m,Piso en venta en Villafontana Ii - Libertad
Aluche- Madrid,1 baño,180.000 €,4 dorm.,80 m,Piso en venta en Latina
Retamas- Alcorcón,2 baños,470.000 €,4 dorm.,160 m,Piso en venta en Parque Oeste - Retamas - Ensanche Sur
Fuenlabrada,1 baño,135.000 €,3 dorm.,84 m,Piso en venta en Centro
Valdeavero,3 baños,315.000 €,4 dorm.,264 m,Casa en venta en Valdeavero
Fuenlabrada,1 baño,169.900 €,3 dorm.,77 m,Piso en venta en Centro
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,129.000 €,2 dorm.,66 m,Piso en venta en Villaverde
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,1 baño,200.000 €,3 dorm.,82 m,Piso en venta en Fuencarral
San Cristóbal- Madrid,1 baño,77.000 €,3 dorm.,60 m,Piso en venta en Villaverde
Rinconada- Alcalá De Henares,3 baños,389.900 €,5 dorm.,247 m,Casa en venta en Reyes Catolicos - Rinconada - Venecia
Opañel - San Isidro- Madrid,2 baños,255.500 €,4 dorm.,125 m,Piso en venta en Carabanchel
Opañel - San Isidro- Madrid,2 baños,137.500 €,2 dorm.,68 m,Piso en venta en Carabanchel
Parla,1 baño,108.000 €,3 dorm.,74 m,Piso en venta en Calle Fuentebella
Mejorada Del Campo,2 baños,255.000 €,5 dorm.,260 m,Casa rural en venta en Mejorada Del Campo
Moscardo - Antonio Lopez- Madrid,1 baño,138.000 €,1 dorm.,35 m,Ático en venta en Usera
Collado Villalba,2 baños,220.000 €,2 dorm.,85 m,Piso en venta en Collado Villalba
San Cristóbal- Madrid,2 baños,86.000 €,3 dorm.,59 m,Piso en venta en Villaverde
Ondarreta- Alcorcón,1 baño,189.000 €,3 dorm.,87 m,Piso en venta en Centro - Ondarreta - Torres Bellas
Zarzaquemada- Leganés,1 baño,176.000 €,3 dorm.,81 m,Piso en venta en Zarzaquemada - Carrascal
Daganzo De Arriba,1 baño,146.000 €,4 dorm.,84 m,Piso en venta en Calle Camino Ancho
Palomeras - Portazgo- Madrid,1 baño,158.000 €,2 dorm.,107 m,Piso en venta en Puente De Vallecas
Getafe,1 baño,15.000 €,1 dorm.,25 m,Local comercial en venta en Juan De La Cierva
Pryconsa- Alcalá De Henares,1 baño,147.500 €,3 dorm.,75 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Los Castillos- Alcorcón,1 baño,189.900 €,3 dorm.,75 m,Piso en venta en Parque Lisboa - Valderas - Los Castillos
Villarejo De Salvanés,1 baño,93.000 €,4 dorm.,271 m,Casa en venta en Villarejo De Salvanés
Fuenlabrada,1 baño,139.900 €,3 dorm.,87 m,Piso en venta en El Arroyo - Fuenlabrada 2
Ciudad Lineal- Concepción- Madrid,3 baños,895.000 €,5 dorm.,214 m,Piso en venta en Calle de Arturo Soria
Venecia- Alcalá De Henares,1 baño,139.900 €,3 dorm.,71 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Pinar De Chamartin - Costillares- Madrid,2 baños,575.000 €,4 dorm.,125 m,Piso en venta en Chamartín
Bellas Vistas- Madrid,1 baño,250.000 €,3 dorm.,75 m,Piso en venta en Tetuán
Zarzaquemada- Leganés,1 baño,172.000 €,3 dorm.,89 m,Piso en venta en Zarzaquemada - Carrascal
Madrid,2 baños,320.000 €,3 dorm.,93 m,Piso en venta en Moratalaz
Vista Alegre- Madrid,1 baño,135.000 €,2 dorm.,75 m,Piso en venta en Carabanchel
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,2 baños,165.000 €,2 dorm.,77 m,Piso en venta en C. del Puerto de Pozazal
Valdeacederas- Madrid,1 baño,250.000 €,3 dorm.,60 m,Piso en venta en Tetuán
San Agustín Del Guadalix,1 baño,195.000 €,3 dorm.,103 m,Piso en venta en San Agustín Del Guadalix
Soto- Móstoles,1 baño,145.000 €,2 dorm.,77 m,Piso en venta en Soto
Madrid,1 baño,180.000 €,3 dorm.,55 m,Piso en venta en Moratalaz
Simancas- Madrid,1 baño,105.000 €,2 dorm.,54 m,Piso en venta en San Blas
Torrejón De Ardoz,1 baño,115.000 €,3 dorm.,66 m,Piso en venta en Torrejón De Ardoz
Entrevías- Madrid,1 baño,149.000 €,2 dorm.,70 m,Piso en venta en Puente De Vallecas
Majadahonda,2 baños,830.000 €,6 dorm.,390 m,Casa en venta en Majadahonda
Orcasitas - San Fermin- Madrid,1 baño,167.500 €,2 dorm.,80 m,Piso en venta en Usera
Delicias - Embajadores- Madrid,1 baño,345.000 €,1 dorm.,70 m,Piso en venta en Arganzuela
Simancas- Madrid,1 baño,164.999 €,2 dorm.,74 m,Casa en venta en San Blas
Villafontana I- Móstoles,2 baños,177.000 €,3 dorm.,100 m,Piso en venta en Villafontana I - Pau
Ciempozuelos,2 baños,159.000 €,5 dorm.,260 m,Casa en venta en Ciempozuelos
Las Rozas De Madrid,2 baños,265.000 €,3 dorm.,114 m,Casa en venta en Las Rozas De Madrid
Ciempozuelos,2 baños,330.000 €,4 dorm.,300 m,Casa en venta en Ciempozuelos
Lavapiés - Embajadores- Madrid,1 baño,140.000 €,2 dorm.,35 m,Piso en venta en Centro
Ventas- Madrid,1 baño,148.000 €,2 dorm.,52 m,Piso en venta en Ciudad Lineal
Zarzaquemada- Leganés,2 baños,159.000 €,3 dorm.,89 m,Piso en venta en Zarzaquemada - Carrascal
Lavapiés - Embajadores- Madrid,1 baño,154.900 €,2 dorm.,28 m,Piso en venta en Centro
Ciempozuelos,1 baño,178.000 €,2 dorm.,118 m,Casa en venta en Ciempozuelos
Coslada,1 baño,140.000 €,3 dorm.,85 m,Piso en venta en Coslada
Las Rozas De Madrid,2 baños,425.000 €,3 dorm.,118 m,Piso en venta en Las Rozas De Madrid
Aluche- Madrid,1 baño,229.000 €,3 dorm.,78 m,Piso en venta en Latina
Las Rozas De Madrid,1 baño,185.000 €,3 dorm.,76 m,Piso en venta en Las Rozas De Madrid
Concepción- Madrid,1 baño,195.000 €,2 dorm.,65 m,Piso en venta en Ciudad Lineal
Torrejón De Ardoz,1 baño,415.000 €,3 dorm.,259 m,Terrenos en venta en Torrejón De Ardoz
Torrejón De Ardoz,2 baños,239.900 €,4 dorm.,115 m,Piso en venta en Torrejón De Ardoz
Peñagrande- Madrid,2 baños,315.000 €,3 dorm.,110 m,Piso en venta en Fuencarral
Parla,1 baño,120.000 €,3 dorm.,80 m,Piso en venta en Calle Jerico
Chorrillo - Estación - Ensanche- Ensanche- Alcalá De Henares,2 baños,250.000 €,3 dorm.,138 m,Piso en venta en Calle Camilo José Cela
Coslada,1 baño,110.000 €,3 dorm.,80 m,Piso en venta en Coslada
Coslada,1 baño,150.000 €,2 dorm.,85 m,Piso en venta en Coslada
Madrid,1 baño,120.000 €,2 dorm.,50 m,Piso en venta en Moratalaz
Centro- Leganés,1 baño,159.000 €,2 dorm.,89 m,Piso en venta en Centro - Escritores
Almendrales - Pradolongo- Madrid,1 baño,120.000 €,2 dorm.,69 m,Piso en venta en Usera
Aluche- Madrid,1 baño,169.000 €,3 dorm.,60 m,Piso en venta en Latina
Lavapiés - Embajadores- Madrid,1 baño,199.000 €,1 dorm.,56 m,Piso en venta en Centro
Simancas- Madrid,1 baño,104.900 €,3 dorm.,54 m,Piso en venta en San Blas
Coslada,2 baños,290.000 €,3 dorm.,135 m,Piso en venta en Coslada
Ciempozuelos,2 baños,125.000 €,3 dorm.,130 m,Casa en venta en Ciempozuelos
Camarma De Esteruelas,2 baños,319.000 €,5 dorm.,300 m,Casa en venta en Camarma De Esteruelas
Campamento- Madrid,1 baño,199.999 €,3 dorm.,80 m,Piso en venta en Latina
Vicálvaro- Madrid,1 baño,139.000 €,2 dorm.,64 m,Piso en venta en C. Ezcaray
Ensanche- Alcalá De Henares,2 baños,239.900 €,3 dorm.,103 m,Piso en venta en Chorrillo - Estación - Ensanche
Humanes De Madrid,2 baños,249.000 €,3 dorm.,141 m,Piso en venta en Humanes De Madrid
Numancia- Madrid,1 baño,115.000 €,3 dorm.,56 m,Piso en venta en Puente De Vallecas
Humanes De Madrid,2 baños,209.000 €,3 dorm.,125 m,Piso en venta en Humanes De Madrid
Meco,2 baños,126.000 €,2 dorm.,78 m,Piso en venta en Meco
Rosas- Madrid,1 baño,150.999 €,3 dorm.,84 m,Piso en venta en San Blas
Rinconada- Alcalá De Henares,1 baño,164.000 €,3 dorm.,70 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Villafontana I- Móstoles,1 baño,39.000 €,1 dorm.,45 m,Local comercial en venta en Villafontana I - Pau
Pryconsa- Alcalá De Henares,1 baño,137.500 €,3 dorm.,74 m,Piso en venta en Pryconsa - Juan De Austria - El Val
San Diego- Madrid,1 baño,99.000 €,2 dorm.,50 m,Piso en venta en Puente De Vallecas
San Diego- Madrid,1 baño,79.000 €,2 dorm.,37 m,Piso en venta en Puente De Vallecas
Alcobendas,1 baño,225.000 €,2 dorm.,100 m,Casa en venta en Alcobendas
Argüelles - Casa De Campo- Madrid,1 baño,289.000 €,2 dorm.,90 m,Piso en venta en Moncloa - Aravaca
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,110.000 €,2 dorm.,54 m,Piso en venta en Villaverde
La Serna- Fuenlabrada,1 baño,152.500 €,3 dorm.,78 m,Piso en venta en El Naranjo - La Serna - La Avanzada
El Val- Alcalá De Henares,1 baño,140.500 €,3 dorm.,82 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Universidad- Móstoles,2 baños,239.000 €,4 dorm.,112 m,Piso en venta en Norte - Universidad
Madrid,1 baño,115.000 €,3 dorm.,59 m,Piso en venta en Vicálvaro
Reyes Catolicos- Alcalá De Henares,1 baño,169.900 €,2 dorm.,85 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Aranjuez,1 baño,169.999 €,3 dorm.,109 m,Piso en venta en Calle de los Cuarteles
Carabanchel Alto - Buena Vista- Madrid,1 baño,135.000 €,2 dorm.,75 m,Piso en venta en Carabanchel
Pueblo Nuevo- Madrid,1 baño,130.000 €,3 dorm.,67 m,Piso en venta en Ciudad Lineal
Madrid,1 baño,265.000 €,1 dorm.,67 m,Piso en venta en Retiro
Almendrales - Pradolongo- Madrid,1 baño,165.000 €,2 dorm.,75 m,Piso en venta en Usera
Valdemoro,2 baños,285.000 €,2 dorm.,99 m,Ático en venta en Valdemoro
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,1 baño,116.000 €,3 dorm.,106 m,Local comercial en venta en Av. de la Albufera
Canillejas- Madrid,2 baños,210.000 €,2 dorm.,93 m,Piso en venta en San Blas
Aluche- Madrid,1 baño,239.000 €,3 dorm.,87 m,Piso en venta en Latina
Simancas- Madrid,1 baño,126.000 €,3 dorm.,59 m,Piso en venta en San Blas
Madrid,1 baño,230.000 €,2 dorm.,49 m,Piso en venta en Retiro
Ensanche- Alcalá De Henares,2 baños,289.700 €,2 dorm.,107 m,Piso en venta en Chorrillo - Estación - Ensanche
Pueblo Nuevo- Madrid,1 baño,75.000 €,1 dorm.,49 m,Local comercial en venta en Ciudad Lineal
Juan De Austria- Alcalá De Henares,1 baño,129.000 €,3 dorm.,79 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Móstoles,1 baño,106.000 €,3 dorm.,69 m,Piso en venta en Centro - Hospital
Madrid,2 baños,295.000 €,2 dorm.,90 m,Piso en venta en Moratalaz
Venecia- Alcalá De Henares,1 baño,109.000 €,2 dorm.,80 m,Casa en venta en Reyes Catolicos - Rinconada - Venecia
Rosas- Madrid,1 baño,99.999 €,2 dorm.,47 m,Piso en venta en San Blas
Humanes De Madrid,1 baño,89.000 €,1 dorm.,85 m,Local comercial en venta en Humanes De Madrid
Simancas- Madrid,1 baño,179.500 €,3 dorm.,91 m,Piso en venta en San Blas
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,106.500 €,2 dorm.,62 m,Piso en venta en Villaverde
Juan De Austria- Alcalá De Henares,1 baño,195.000 €,4 dorm.,87 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Fuente Del Berro- Madrid,3 baños,649.000 €,4 dorm.,130 m,Piso en venta en Salamanca
Aluche- Madrid,2 baños,327.000 €,3 dorm.,122 m,Piso en venta en Latina
Alameda De Osuna- Madrid,1 baño,228.000 €,3 dorm.,80 m,Piso en venta en Barajas
Fuente Del Berro- Madrid,2 baños,479.000 €,3 dorm.,105 m,Piso en venta en Salamanca
Villaverde Alto- Madrid,1 baño,116.000 €,2 dorm.,60 m,Piso en venta en Villaverde
Algete,1 baño,175.000 €,3 dorm.,83 m,Piso en venta en Calle Felix Rodriguez de la Fuente
Lavapiés - Embajadores- Madrid,1 baño,110.000 €,1 dorm.,27 m,Piso en venta en Centro
Salamanca- Fuente Del Berro- Madrid,1 baño,179.000 €,1 dorm.,36 m,Piso en venta en Rufino Blanco
Vicálvaro- Madrid,1 baño,175.000 €,3 dorm.,65 m,Piso en venta en P.º de los Artilleros
Rosas- Madrid,1 baño,109.900 €,2 dorm.,45 m,Piso en venta en San Blas
Quintana- Madrid,1 baño,99.900 €,1 dorm.,39 m,Local comercial en venta en Ciudad Lineal
Moscardo - Antonio Lopez- Madrid,1 baño,141.000 €,2 dorm.,68 m,Piso en venta en Usera
Rosas- Madrid,1 baño,149.000 €,3 dorm.,84 m,Piso en venta en San Blas
Arganda Del Rey,1 baño,141.000 €,3 dorm.,80 m,Piso en venta en Arganda Del Rey
Santa Eugenia- Madrid,1 baño,195.000 €,3 dorm.,86 m,Piso en venta en Villa De Vallecas
Pueblo Nuevo- Madrid,1 baño,199.000 €,1 dorm.,61 m,Piso en venta en Ciudad Lineal
Pueblo Nuevo- Madrid,1 baño,135.000 €,1 dorm.,34 m,Piso en venta en Ciudad Lineal
Santos- Leganés,1 baño,195.000 €,3 dorm.,94 m,Piso en venta en San Nicasio - Santos - Batallas
Móstoles,1 baño,195.000 €,3 dorm.,85 m,Piso en venta en Centro - Hospital
Carrascal- Leganés,2 baños,295.000 €,4 dorm.,137 m,Piso en venta en Zarzaquemada - Carrascal
Opañel - San Isidro- Madrid,1 baño,225.000 €,3 dorm.,75 m,Piso en venta en Carabanchel
Vicálvaro- Madrid,2 baños,339.000 €,4 dorm.,110 m,Piso en venta en C. de los Poetas
San Martín De La Vega,1 baño,117.200 €,3 dorm.,78 m,Piso en venta en San Martín De La Vega
Moscardo - Antonio Lopez- Madrid,1 baño,190.000 €,3 dorm.,80 m,Piso en venta en Usera
Campamento- Madrid,1 baño,146.999 €,3 dorm.,65 m,Piso en venta en Latina
Simancas- Madrid,1 baño,79.900 €,1 dorm.,40 m,Piso en venta en San Blas
Universidad- Móstoles,1 baño,193.000 €,4 dorm.,93 m,Piso en venta en Norte - Universidad
San Diego- Madrid,1 baño,125.000 €,3 dorm.,61 m,Piso en venta en Puente De Vallecas
Aluche- Madrid,1 baño,165.000 €,3 dorm.,80 m,Piso en venta en Latina
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,1 baño,288.000 €,4 dorm.,556 m,Local comercial en venta en C. Gamonal
Centro- Leganés,1 baño,132.260 €,1 dorm.,45 m,Piso en venta en Centro - Escritores
Madrid,2 baños,40.000 €,2 dorm.,22 m,Local comercial en venta en Madrid
Centro- Leganés,3 baños,420.000 €,5 dorm.,226 m,Piso en venta en Centro - Escritores
Almendrales - Pradolongo- Madrid,1 baño,145.000 €,3 dorm.,75 m,Piso en venta en Usera
Salvador- Madrid,2 baños,419.000 €,5 dorm.,106 m,Piso en venta en San Blas
Moscardo - Antonio Lopez- Madrid,1 baño,105.000 €,2 dorm.,44 m,Piso en venta en Usera
Fuente Del Berro- Madrid,1 baño,330.000 €,1 dorm.,53 m,Piso en venta en Salamanca
Villaverde Bajo - Oroquieta - Espinillo- Madrid,2 baños,186.000 €,3 dorm.,94 m,Piso en venta en Villaverde
Rosas- Madrid,1 baño,125.000 €,3 dorm.,64 m,Piso en venta en San Blas
Pau- Móstoles,2 baños,239.000 €,4 dorm.,117 m,Piso en venta en Villafontana I - Pau
Universidad- Móstoles,2 baños,244.000 €,4 dorm.,112 m,Piso en venta en Norte - Universidad
Concepción- Madrid,1 baño,195.000 €,1 dorm.,51 m,Piso en venta en Ciudad Lineal
Concepción- Madrid,1 baño,202.000 €,1 dorm.,48 m,Piso en venta en Ciudad Lineal
Ciudad Lineal- Concepción- Madrid,1 baño,200.000 €,1 dorm.,55 m,Piso en venta en Calle De Virgen De Lluc
Salamanca- Fuente Del Berro- Madrid,1 baño,450.000 €,5 dorm.,151 m,Piso en venta en Calle del Marqués de Mondéjar
Ensanche- Alcalá De Henares,2 baños,385.000 €,4 dorm.,259 m,Casa en venta en Chorrillo - Estación - Ensanche
Latina- Lucero- Madrid,1 baño,129.000 €,2 dorm.,56 m,Piso en venta en Calle Sepúlveda
Concepción- Madrid,1 baño,202.000 €,1 dorm.,48 m,Piso en venta en Ciudad Lineal
Concepción- Madrid,1 baño,195.000 €,1 dorm.,51 m,Piso en venta en Ciudad Lineal
Concepción- Madrid,1 baño,200.000 €,1 dorm.,55 m,Piso en venta en Ciudad Lineal
Parla,2 baños,116.500 €,3 dorm.,73 m,Piso en venta en Calle Fuentebella
Villafontana Ii- Móstoles,2 baños,168.000 €,3 dorm.,105 m,Piso en venta en Villafontana Ii - Libertad
Alameda De Osuna- Madrid,3 baños,910.000 €,4 dorm.,247 m,Casa en venta en Barajas
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,1 baño,390.000 €,5 dorm.,231 m,Casa en venta en Fuencarral
Almendrales - Pradolongo- Madrid,1 baño,78.000 €,2 dorm.,41 m,Local comercial en venta en Usera
Ciempozuelos,3 baños,263.000 €,4 dorm.,429 m,Casa en venta en Ciempozuelos
Santos- Leganés,1 baño,135.000 €,3 dorm.,74 m,Piso en venta en San Nicasio - Santos - Batallas
Salamanca- Fuente Del Berro- Madrid,1 baño,130.000 €,1 dorm.,30 m,Piso en venta en Rufino Blanco
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,2 baños,649.000 €,3 dorm.,171 m,Piso en venta en C/ Embalse de Valmayor
Lavapiés - Embajadores- Madrid,1 baño,315.000 €,3 dorm.,87 m,Piso en venta en Centro
Canillas- Madrid,1 baño,285.000 €,3 dorm.,85 m,Piso en venta en Hortaleza
Chorrillo - Estación - Ensanche- Ensanche- Alcalá De Henares,2 baños,238.000 €,3 dorm.,112 m,Piso en venta en Calle José María Pereda
Ensanche- Alcalá De Henares,2 baños,259.900 €,3 dorm.,112 m,Piso en venta en Chorrillo - Estación - Ensanche
Ciempozuelos,2 baños,150.000 €,4 dorm.,283 m,Local comercial en venta en Ciempozuelos
Ciempozuelos,2 baños,127.200 €,3 dorm.,148 m,Local comercial en venta en Ciempozuelos
Arganda Del Rey,2 baños,250.000 €,4 dorm.,157 m,Piso en venta en Arganda Del Rey
Aluche- Madrid,2 baños,335.000 €,5 dorm.,123 m,Piso en venta en Latina
Simancas- Madrid,1 baño,109.900 €,3 dorm.,52 m,Piso en venta en San Blas
Centro- Leganés,1 baño,124.900 €,2 dorm.,54 m,Piso en venta en Centro - Escritores
Aluche- Madrid,1 baño,185.000 €,3 dorm.,90 m,Piso en venta en Latina
Ciempozuelos,1 baño,86.000 €,3 dorm.,74 m,Piso en venta en Ciempozuelos
Rosas- Madrid,1 baño,180.000 €,3 dorm.,97 m,Piso en venta en San Blas
La Serna- Fuenlabrada,2 baños,175.000 €,4 dorm.,99 m,Piso en venta en El Naranjo - La Serna - La Avanzada
Moscardo - Antonio Lopez- Madrid,1 baño,192.000 €,2 dorm.,92 m,Piso en venta en Usera
Majadahonda,1 baño,241.000 €,3 dorm.,81 m,Piso en venta en Majadahonda
Fuenlabrada,1 baño,160.000 €,3 dorm.,82 m,Piso en venta en Centro
Simancas- Madrid,1 baño,40.000 €,2 dorm.,54 m,Local comercial en venta en San Blas
Rosas- Madrid,1 baño,107.999 €,2 dorm.,55 m,Piso en venta en San Blas
Villafontana I- Móstoles,1 baño,177.000 €,3 dorm.,84 m,Piso en venta en Villafontana I - Pau
Hospital- Móstoles,1 baño,161.000 €,3 dorm.,100 m,Piso en venta en Soto
Boadilla Del Monte,6 baños,1.800.000 €,5 dorm.,700 m,Casa en venta en Boadilla Del Monte
Marque De Vadillo - Comillas- Madrid,1 baño,129.000 €,2 dorm.,54 m,Piso en venta en Carabanchel
Centro- Lavapiés - Embajadores- Madrid,1 baño,349.000 €,3 dorm.,80 m,Piso en venta en Calle Escuadra
Sol- Madrid,2 baños,790.000 €,6 dorm.,164 m,Piso en venta en Centro
Moscardo - Antonio Lopez- Madrid,1 baño,199.000 €,5 dorm.,131 m,Piso en venta en Usera
Pinto,1 baño,145.000 €,2 dorm.,70 m,Piso en venta en Pinto
San Cristóbal- Madrid,1 baño,91.050 €,3 dorm.,71 m,Piso en venta en Villaverde
Pinto,1 baño,145.000 €,1 dorm.,70 m,Piso en venta en Pinto
Collado Villalba,4 baños,500.000 €,3 dorm.,259 m,Casa en venta en Collado Villalba
Virgen Del Cortijo - Manoteras- Madrid,2 baños,360.000 €,3 dorm.,111 m,Piso en venta en Hortaleza
Meco,2 baños,373.000 €,4 dorm.,154 m,Piso en venta en Meco
Parla,2 baños,210.000 €,2 dorm.,132 m,Piso en venta en Calle Cristino Mallo
Moscardo - Antonio Lopez- Madrid,1 baño,195.000 €,3 dorm.,79 m,Piso en venta en Usera
Colmenar De Oreja,1 baño,235.000 €,7 dorm.,561 m,Casa en venta en Colmenar De Oreja
Arganda Del Rey,1 baño,250.000 €,6 dorm.,343 m,Piso en venta en Arganda Del Rey
Ensanche- Alcalá De Henares,3 baños,398.000 €,5 dorm.,232 m,Casa en venta en Chorrillo - Estación - Ensanche
Rosas- Madrid,1 baño,108.000 €,2 dorm.,49 m,Piso en venta en San Blas
San Sebastián De Los Reyes,1 baño,115.000 €,1 dorm.,46 m,Piso en venta en San Sebastián De Los Reyes
Centro- Leganés,2 baños,364.000 €,3 dorm.,211 m,Casa en venta en Centro - Escritores
Carabanchel- Puerta Bonita - Abrantes- Madrid,1 baño,67.000 €,2 dorm.,39 m,Local comercial en venta en Calle Federico Grases
Rosas- Madrid,1 baño,99.999 €,2 dorm.,51 m,Piso en venta en San Blas
Bellas Vistas- Madrid,1 baño,259.000 €,3 dorm.,90 m,Piso en venta en Tetuán
Casarrubuelos,1 baño,210.000 €,5 dorm.,120 m,Piso en venta en C. Alcazaba
Valdezarza- Madrid,1 baño,189.500 €,3 dorm.,72 m,Piso en venta en Moncloa - Aravaca
Villafontana I- Móstoles,1 baño,159.900 €,2 dorm.,71 m,Piso en venta en Villafontana I - Pau
San Isidro- Getafe,1 baño,140.000 €,3 dorm.,80 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
Vista Alegre- Madrid,1 baño,112.000 €,2 dorm.,50 m,Piso en venta en Carabanchel
Madrid,2 baños,390.000 €,4 dorm.,104 m,Piso en venta en Retiro
Torres Bellas- Alcorcón,1 baño,425.000 €,4 dorm.,155 m,Local comercial en venta en Centro - Ondarreta - Torres Bellas
Arroyo Del Fresno- Madrid,2 baños,590.000 €,3 dorm.,90 m,Ático en venta en Fuencarral
Rosas- Madrid,1 baño,105.999 €,2 dorm.,58 m,Piso en venta en San Blas
Soto- Móstoles,3 baños,149.000 €,1 dorm.,210 m,Local comercial en venta en Soto
Canillejas- Madrid,1 baño,250.000 €,4 dorm.,107 m,Piso en venta en San Blas
Fuente Del Berro- Madrid,1 baño,290.000 €,2 dorm.,56 m,Ático en venta en Salamanca
Chorrillo - Estación - Ensanche- Ensanche- Alcalá De Henares,2 baños,420.000 €,4 dorm.,224 m,Casa en venta en Calle Pablo Neruda
Soto- Móstoles,2 baños,159.900 €,2 dorm.,80 m,Local comercial en venta en Soto
Colmenar Viejo,2 baños,410.000 €,8 dorm.,299 m,Casa en venta en Colmenar Viejo
Rosas- Madrid,1 baño,179.000 €,3 dorm.,91 m,Piso en venta en San Blas
Parla,1 baño,98.000 €,3 dorm.,91 m,Piso en venta en Parla
