Address,Baths,Price,Rooms,Surface,Title
Rosas- Madrid,1 baño,148.000 €,3 dorm.,93 m,Piso en venta en San Blas
San Fernando De Henares,2 baños,229.000 €,3 dorm.,104 m,Piso en venta en San Fernando De Henares
Zarzaquemada- Leganés,1 baño,154.000 €,3 dorm.,72 m,Piso en venta en Zarzaquemada - Carrascal
Zarzaquemada- Leganés,1 baño,152.000 €,3 dorm.,72 m,Piso en venta en Zarzaquemada - Carrascal
Villaverde- Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,135.000 €,3 dorm.,78 m,Piso en venta en Calle Potasa
Torrejón De Ardoz,1 baño,204.500 €,3 dorm.,103 m,Piso en venta en Torrejón De Ardoz
Villafontana Ii- Móstoles,2 baños,175.000 €,4 dorm.,120 m,Piso en venta en Villafontana Ii - Libertad
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,140.000 €,3 dorm.,85 m,Piso en venta en Villaverde
Centro- Palacio- Madrid,1 baño,169.000 €,2 dorm.,48 m,Piso en venta en Calle San Buenaventura
Palomeras - Portazgo- Madrid,1 baño,125.000 €,3 dorm.,62 m,Piso en venta en Puente De Vallecas
Palomeras - Portazgo- Madrid,1 baño,109.900 €,2 dorm.,47 m,Piso en venta en Puente De Vallecas
Villafontana Ii- Móstoles,2 baños,235.000 €,3 dorm.,113 m,Piso en venta en Villafontana Ii - Libertad
Humanes De Madrid,1 baño,148.000 €,2 dorm.,76 m,Piso en venta en Humanes De Madrid
Concepción- Madrid,1 baño,260.000 €,1 dorm.,60 m,Piso en venta en Ciudad Lineal
Concepción- Madrid,1 baño,260.000 €,1 dorm.,60 m,Piso en venta en Ciudad Lineal
Loeches,3 baños,165.000 €,2 dorm.,430 m,Terrenos en venta en Loeches
Pueblo Nuevo- Madrid,1 baño,154.000 €,2 dorm.,68 m,Piso en venta en Ciudad Lineal
Palomeras - Portazgo- Madrid,1 baño,129.900 €,2 dorm.,84 m,Piso en venta en Puente De Vallecas
Madrid,1 baño,169.900 €,2 dorm.,65 m,Piso en venta en Moratalaz
Palomeras - Portazgo- Madrid,1 baño,144.900 €,2 dorm.,62 m,Piso en venta en Puente De Vallecas
Getafe Centro- Getafe,1 baño,119.000 €,2 dorm.,72 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
Villanueva De La Cañada,7 baños,1.475.000 €,7 dorm.,767 m,Casa en venta en Villanueva De La Cañada
Arganzuela- Delicias - Embajadores- Madrid,1 baño,100.000 €,2 dorm.,32 m,Piso en venta en Calle Cuidad Real
Aluche- Madrid,1 baño,220.000 €,3 dorm.,78 m,Piso en venta en Latina
Puerta Del Ángel- Madrid,2 baños,298.000 €,3 dorm.,115 m,Piso en venta en Latina
Villaverde- Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,199.000 €,3 dorm.,92 m,Piso en venta en Avenida de los Rosales
Móstoles,1 baño,93.000 €,2 dorm.,55 m,Piso en venta en Centro - Hospital
Daganzo De Arriba,3 baños,279.900 €,5 dorm.,126 m,Casa en venta en Daganzo De Arriba
Valdemoro,1 baño,135.000 €,3 dorm.,107 m,Piso en venta en Valdemoro
Las Rozas De Madrid,1 baño,209.500 €,1 dorm.,58 m,Piso en venta en Las Rozas De Madrid
Arroyo Del Fresno- Madrid,1 baño,369.000 €,2 dorm.,79 m,Piso en venta en Fuencarral
Marque De Vadillo - Comillas- Madrid,2 baños,255.000 €,4 dorm.,103 m,Piso en venta en Carabanchel
Loeches,1 baño,99.900 €,2 dorm.,144 m,Piso en venta en Loeches
Parla,2 baños,190.000 €,4 dorm.,130 m,Piso en venta en Parla
Almendrales - Pradolongo- Madrid,1 baño,135.000 €,3 dorm.,68 m,Piso en venta en Usera
Casco Histórico De Vallecas- Madrid,1 baño,129.900 €,2 dorm.,64 m,Piso en venta en Villa De Vallecas
Arganda Del Rey,2 baños,215.000 €,3 dorm.,115 m,Piso en venta en Arganda Del Rey
Zarzaquemada- Leganés,3 baños,579.500 €,5 dorm.,240 m,Casa en venta en Zarzaquemada - Carrascal
Zarzaquemada- Leganés,1 baño,145.000 €,3 dorm.,65 m,Piso en venta en Zarzaquemada - Carrascal
Rinconada- Alcalá De Henares,1 baño,93.000 €,3 dorm.,72 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Rinconada- Alcalá De Henares,1 baño,149.000 €,3 dorm.,97 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Hortaleza- Canillas- Madrid,1 baño,259.000 €,2 dorm.,75 m,Piso en venta en Calle Mota del Cuervo
Orcasitas - San Fermin- Madrid,2 baños,190.000 €,4 dorm.,145 m,Piso en venta en Usera
Torrejón De Ardoz,1 baño,149.900 €,3 dorm.,81 m,Piso en venta en Torrejón De Ardoz
Pryconsa- Alcalá De Henares,1 baño,135.000 €,3 dorm.,70 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Zarzaquemada- Leganés,1 baño,149.000 €,4 dorm.,68 m,Piso en venta en Zarzaquemada - Carrascal
Montecarmelo- Madrid,2 baños,410.000 €,3 dorm.,73 m,Piso en venta en Fuencarral
Montecarmelo- Madrid,2 baños,498.000 €,3 dorm.,79 m,Piso en venta en Fuencarral
Puerta Bonita - Abrantes- Madrid,1 baño,167.000 €,2 dorm.,80 m,Piso en venta en Carabanchel
Palomeras - Portazgo- Madrid,1 baño,184.900 €,3 dorm.,73 m,Piso en venta en Puente De Vallecas
Móstoles,1 baño,99.900 €,2 dorm.,64 m,Piso en venta en Centro - Hospital
Las Aguilas - Cuatro Vientos- Madrid,2 baños,270.000 €,3 dorm.,115 m,Piso en venta en Latina
La Alhondiga- Getafe,1 baño,155.000 €,3 dorm.,88 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
Palomeras - Portazgo- Madrid,1 baño,195.000 €,3 dorm.,99 m,Piso en venta en Puente De Vallecas
Fuenlabrada,1 baño,135.000 €,3 dorm.,84 m,Piso en venta en Centro
Ondarreta- Alcorcón,1 baño,229.000 €,3 dorm.,92 m,Piso en venta en Centro - Ondarreta - Torres Bellas
San Isidro- Madrid,1 baño,309.000 €,4 dorm.,95 m,Piso en venta en Carabanchel
Marque De Vadillo - Comillas- Madrid,2 baños,309.000 €,3 dorm.,114 m,Piso en venta en Carabanchel
Centro - Ondarreta - Torres Bellas- Centro- Alcorcón,1 baño,119.900 €,3 dorm.,68 m,Piso en venta en Calle las Vegas
Centro - Ondarreta - Torres Bellas- Centro- Alcorcón,1 baño,134.000 €,3 dorm.,69 m,Piso en venta en Calle Madrid
Ensanche- Alcalá De Henares,1 baño,227.500 €,2 dorm.,76 m,Piso en venta en Chorrillo - Estación - Ensanche
Soto- Móstoles,1 baño,170.000 €,4 dorm.,87 m,Piso en venta en Soto
Pueblo Nuevo- Madrid,1 baño,169.000 €,1 dorm.,53 m,Piso en venta en Ciudad Lineal
Sol- Madrid,3 baños,719.900 €,6 dorm.,196 m,Piso en venta en Centro
Vista Alegre- Madrid,1 baño,130.000 €,3 dorm.,75 m,Piso en venta en Carabanchel
Collado Villalba,2 baños,282.000 €,4 dorm.,212 m,Piso en venta en Collado Villalba
Valdemoro,4 baños,349.000 €,3 dorm.,259 m,Casa en venta en Valdemoro
Valdemoro,3 baños,359.000 €,4 dorm.,279 m,Casa en venta en Valdemoro
Alcobendas,2 baños,140.000 €,1 dorm.,65 m,Piso en venta en Alcobendas
Alcobendas,1 baño,118.000 €,1 dorm.,35 m,Piso en venta en Alcobendas
Valdemoro,4 baños,388.000 €,4 dorm.,273 m,Casa en venta en Valdemoro
Almendrales - Pradolongo- Madrid,2 baños,229.990 €,2 dorm.,90 m,Piso en venta en Usera
Marque De Vadillo - Comillas- Madrid,2 baños,315.000 €,3 dorm.,100 m,Piso en venta en Carabanchel
Griñón,4 baños,415.000 €,7 dorm.,398 m,Casa en venta en Griñón
Las Aguilas - Cuatro Vientos- Madrid,1 baño,115.000 €,1 dorm.,48 m,Piso en venta en Latina
Madrid,1 baño,330.000 €,2 dorm.,80 m,Piso en venta en Retiro
Arganzuela- Acacias - Legazpi- Madrid,1 baño,210.000 €,2 dorm.,69 m,Local comercial en venta en C. de Arganda
Lucero- Madrid,1 baño,135.000 €,2 dorm.,53 m,Piso en venta en Latina
Ensanche- Alcalá De Henares,4 baños,499.000 €,5 dorm.,252 m,Casa en venta en Chorrillo - Estación - Ensanche
Canillas- Madrid,1 baño,170.000 €,2 dorm.,83 m,Piso en venta en Hortaleza
Vicálvaro- Madrid,1 baño,159.000 €,3 dorm.,65 m,Piso en venta en Calle Ezcaray
Palomeras - Portazgo- Madrid,2 baños,149.900 €,3 dorm.,100 m,Piso en venta en Puente De Vallecas
San Sebastián De Los Reyes,2 baños,280.000 €,3 dorm.,105 m,Piso en venta en San Sebastián De Los Reyes
San Sebastián De Los Reyes,1 baño,165.000 €,3 dorm.,61 m,Piso en venta en San Sebastián De Los Reyes
San Sebastián De Los Reyes,1 baño,160.000 €,2 dorm.,56 m,Piso en venta en San Sebastián De Los Reyes
Valdemoro,1 baño,160.000 €,4 dorm.,98 m,Piso en venta en Valdemoro
Pau- Móstoles,2 baños,210.000 €,3 dorm.,86 m,Piso en venta en Villafontana I - Pau
Centro- Leganés,1 baño,148.000 €,3 dorm.,64 m,Piso en venta en Centro - Escritores
Las Rozas De Madrid,2 baños,450.000 €,3 dorm.,125 m,Piso en venta en Las Rozas De Madrid
Villafontana Ii- Móstoles,2 baños,295.000 €,3 dorm.,111 m,Piso en venta en Villafontana Ii - Libertad
Orcasitas - San Fermin- Madrid,2 baños,215.000 €,3 dorm.,129 m,Piso en venta en Usera
Centro- Alcorcón,1 baño,107.000 €,3 dorm.,73 m,Local comercial en venta en Centro - Ondarreta - Torres Bellas
Centro- Alcorcón,1 baño,109.900 €,3 dorm.,71 m,Piso en venta en Centro - Ondarreta - Torres Bellas
Numancia- Madrid,2 baños,185.000 €,3 dorm.,106 m,Piso en venta en Puente De Vallecas
Madrid Rio - Los Carmenes- Madrid,1 baño,399.000 €,2 dorm.,110 m,Piso en venta en Latina
La Paz- Madrid,2 baños,412.000 €,4 dorm.,120 m,Piso en venta en Fuencarral
Coslada,1 baño,140.000 €,3 dorm.,80 m,Piso en venta en Coslada
Barajas- Alameda De Osuna- Madrid,1 baño,20.000 €,3 dorm.,63 m,Local comercial en venta en Calle Planeta
Soto- Móstoles,1 baño,196.000 €,3 dorm.,120 m,Piso en venta en Soto
Casco Histórico De Vallecas- Madrid,1 baño,134.999 €,2 dorm.,79 m,Piso en venta en Villa De Vallecas
Marque De Vadillo - Comillas- Madrid,1 baño,149.000 €,3 dorm.,68 m,Piso en venta en Carabanchel
Navalcarnero,2 baños,157.500 €,4 dorm.,130 m,Piso en venta en Navalcarnero
Pozuelo De Alarcón,1 baño,225.000 €,3 dorm.,76 m,Piso en venta en Calle Julio Ferrer
Aluche- Madrid,1 baño,218.000 €,3 dorm.,77 m,Piso en venta en Latina
Rosas- Madrid,2 baños,379.000 €,3 dorm.,102 m,Piso en venta en San Blas
Malasaña - Justicia - Universidad- Madrid,1 baño,239.900 €,3 dorm.,79 m,Piso en venta en Centro
Getafe Centro- Getafe,1 baño,245.000 €,4 dorm.,106 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
Malasaña - Justicia - Universidad- Madrid,2 baños,549.900 €,4 dorm.,150 m,Piso en venta en Centro
Malasaña - Justicia - Universidad- Madrid,2 baños,1.375.900 €,2 dorm.,118 m,Piso en venta en Centro
Getafe Centro- Getafe,2 baños,320.000 €,4 dorm.,136 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
San Isidro- Getafe,2 baños,325.000 €,4 dorm.,167 m,Casa en venta en Getafe Centro - San Isidro -  La Alhondiga
Loeches,1 baño,169.900 €,2 dorm.,84 m,Piso en venta en Loeches
Los Castillos- Alcorcón,1 baño,199.000 €,3 dorm.,75 m,Piso en venta en Parque Lisboa - Valderas - Los Castillos
Parque Lisboa- Alcorcón,1 baño,149.900 €,3 dorm.,72 m,Piso en venta en Parque Lisboa - Valderas - Los Castillos
Marque De Vadillo - Comillas- Madrid,1 baño,305.000 €,4 dorm.,97 m,Piso en venta en Carabanchel
Parla,1 baño,109.900 €,3 dorm.,87 m,Piso en venta en Parla
Pueblo Nuevo- Madrid,1 baño,149.000 €,2 dorm.,58 m,Piso en venta en Ciudad Lineal
Móstoles,1 baño,145.000 €,3 dorm.,84 m,Piso en venta en Centro - Hospital
Santa Eugenia- Madrid,1 baño,282.000 €,3 dorm.,111 m,Piso en venta en Villa De Vallecas
Latina- Lucero- Madrid,1 baño,113.000 €,2 dorm.,56 m,Piso en venta en Calle Cayetano Pando
Villa De Vallecas- Santa Eugenia- Madrid,2 baños,197.000 €,3 dorm.,87 m,Piso en venta en Calle Zazuar
Numancia- Madrid,1 baño,115.000 €,3 dorm.,65 m,Piso en venta en Puente De Vallecas
Montecarmelo- Madrid,2 baños,460.000 €,3 dorm.,100 m,Piso en venta en Fuencarral
Numancia- Madrid,1 baño,129.000 €,2 dorm.,62 m,Piso en venta en Puente De Vallecas
Torrejón De Ardoz,1 baño,120.000 €,3 dorm.,79 m,Piso en venta en Torrejón De Ardoz
Palomeras - Portazgo- Madrid,2 baños,197.400 €,3 dorm.,102 m,Piso en venta en Puente De Vallecas
Pilar- Madrid,1 baño,230.000 €,2 dorm.,57 m,Piso en venta en Fuencarral
Palomeras - Portazgo- Madrid,1 baño,149.900 €,2 dorm.,83 m,Piso en venta en Puente De Vallecas
San Fernando De Henares,1 baño,198.000 €,3 dorm.,85 m,Piso en venta en San Fernando De Henares
Villaverde Alto- Madrid,1 baño,126.000 €,2 dorm.,64 m,Piso en venta en Villaverde
Ciempozuelos,2 baños,149.000 €,3 dorm.,97 m,Piso en venta en Ciempozuelos
Reyes Catolicos- Alcalá De Henares,2 baños,172.500 €,4 dorm.,135 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
San Diego- Madrid,1 baño,134.000 €,3 dorm.,86 m,Piso en venta en Puente De Vallecas
Concepción- Madrid,2 baños,299.000 €,4 dorm.,106 m,Piso en venta en Ciudad Lineal
Humanes De Madrid,2 baños,221.500 €,3 dorm.,129 m,Piso en venta en Humanes De Madrid
Aluche- Madrid,2 baños,246.999 €,3 dorm.,100 m,Piso en venta en Latina
Las Aguilas - Cuatro Vientos- Madrid,1 baño,165.000 €,2 dorm.,64 m,Piso en venta en Latina
Canillas- Madrid,1 baño,280.000 €,3 dorm.,99 m,Piso en venta en Hortaleza
Meco,2 baños,167.000 €,3 dorm.,121 m,Casa en venta en Meco
San Isidro- Madrid,1 baño,140.000 €,3 dorm.,80 m,Piso en venta en Carabanchel
Fuenlabrada,2 baños,175.000 €,3 dorm.,94 m,Piso en venta en Centro
La Avanzada- Fuenlabrada,1 baño,134.900 €,3 dorm.,80 m,Piso en venta en El Naranjo - La Serna - La Avanzada
Valdemoro,2 baños,149.000 €,3 dorm.,92 m,Piso en venta en Valdemoro
Loeches,3 baños,790.000 €,6 dorm.,310 m,Casa en venta en Loeches
Torrejón De Ardoz,1 baño,135.000 €,3 dorm.,68 m,Piso en venta en Torrejón De Ardoz
Madrid,2 baños,225.000 €,3 dorm.,89 m,Piso en venta en Moratalaz
Peñagrande- Madrid,1 baño,250.000 €,1 dorm.,95 m,Piso en venta en Fuencarral
Pinto,1 baño,97.200 €,1 dorm.,100 m,Local comercial en venta en Pinto
Arganzuela- Imperial- Madrid,1 baño,270.000 €,3 dorm.,78 m,Piso en venta en Calle de Linneo
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,1 baño,172.500 €,3 dorm.,75 m,Piso en venta en C. de San Jaime
Delicias - Embajadores- Madrid,1 baño,335.000 €,4 dorm.,101 m,Piso en venta en Arganzuela
Venecia- Alcalá De Henares,1 baño,129.900 €,3 dorm.,77 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Valdeacederas- Madrid,1 baño,129.999 €,3 dorm.,48 m,Piso en venta en Tetuán
Reyes Catolicos- Alcalá De Henares,1 baño,127.500 €,3 dorm.,73 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Delicias - Embajadores- Madrid,1 baño,129.000 €,1 dorm.,36 m,Local comercial en venta en Arganzuela
Reyes Catolicos- Alcalá De Henares,1 baño,122.500 €,3 dorm.,78 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,123.000 €,3 dorm.,82 m,Piso en venta en Villaverde
Entrevías- Madrid,1 baño,119.000 €,3 dorm.,80 m,Piso en venta en Puente De Vallecas
Entrevías- Madrid,1 baño,137.000 €,2 dorm.,64 m,Piso en venta en Puente De Vallecas
Bellas Vistas- Madrid,1 baño,254.990 €,2 dorm.,90 m,Piso en venta en Tetuán
Alcobendas,2 baños,299.000 €,3 dorm.,90 m,Piso en venta en Alcobendas
Madrid,2 baños,600.000 €,3 dorm.,165 m,Local comercial en venta en Retiro
Valderas- Alcorcón,1 baño,145.000 €,3 dorm.,58 m,Piso en venta en Parque Lisboa - Valderas - Los Castillos
Parla,2 baños,150.000 €,3 dorm.,115 m,Piso en venta en Parla
Fuenlabrada,1 baño,147.000 €,3 dorm.,84 m,Piso en venta en Centro
Centro- Leganés,1 baño,197.500 €,3 dorm.,99 m,Piso en venta en Centro - Escritores
Alcobendas,1 baño,189.000 €,3 dorm.,77 m,Piso en venta en Alcobendas
Palomeras - Portazgo- Madrid,1 baño,134.500 €,2 dorm.,50 m,Piso en venta en Puente De Vallecas
Vista Alegre- Madrid,1 baño,115.000 €,1 dorm.,40 m,Piso en venta en Carabanchel
El Álamo,1 baño,107.260 €,4 dorm.,841 m,Casa en venta en El Álamo
Coslada,1 baño,126.000 €,3 dorm.,81 m,Piso en venta en Coslada
Almendrales - Pradolongo- Madrid,1 baño,139.500 €,2 dorm.,55 m,Piso en venta en Usera
Móstoles,1 baño,89.900 €,3 dorm.,73 m,Piso en venta en Centro - Hospital
Simancas- Madrid,1 baño,118.000 €,2 dorm.,56 m,Piso en venta en San Blas
Villafontana Ii- Móstoles,2 baños,180.000 €,3 dorm.,105 m,Piso en venta en Villafontana Ii - Libertad
Ventas- Madrid,1 baño,209.000 €,3 dorm.,70 m,Piso en venta en Ciudad Lineal
Ventas- Madrid,1 baño,139.000 €,2 dorm.,52 m,Piso en venta en Ciudad Lineal
Chamartín- Prosperidad- Madrid,3 baños,775.000 €,4 dorm.,220 m,Piso en venta en Corazon de maria
Pinar De Chamartin - Costillares- Madrid,3 baños,650.000 €,4 dorm.,158 m,Piso en venta en Chamartín
Estación- Alcalá De Henares,1 baño,139.900 €,3 dorm.,75 m,Piso en venta en Chorrillo - Estación - Ensanche
Pozuelo De Alarcón,2 baños,640.000 €,3 dorm.,120 m,Casa en venta en Avenida de Europa
Humanes De Madrid,1 baño,101.000 €,3 dorm.,65 m,Piso en venta en Humanes De Madrid
Virgen Del Cortijo - Manoteras- Madrid,2 baños,350.000 €,4 dorm.,116 m,Piso en venta en Hortaleza
Valdemoro,3 baños,318.000 €,4 dorm.,155 m,Piso en venta en Valdemoro
Pinto,1 baño,125.000 €,2 dorm.,76 m,Piso en venta en Pinto
Madrid,2 baños,275.000 €,3 dorm.,91 m,Piso en venta en Moratalaz
Puerta Bonita - Abrantes- Madrid,1 baño,145.000 €,2 dorm.,68 m,Piso en venta en Carabanchel
Marque De Vadillo - Comillas- Madrid,1 baño,170.000 €,2 dorm.,64 m,Piso en venta en Carabanchel
Marque De Vadillo - Comillas- Madrid,3 baños,385.000 €,5 dorm.,174 m,Piso en venta en Carabanchel
Collado Villalba,1 baño,149.000 €,2 dorm.,94 m,Piso en venta en Collado Villalba
Collado Villalba,1 baño,220.000 €,2 dorm.,62 m,Casa en venta en Collado Villalba
Casco Histórico De Vallecas- Madrid,1 baño,145.000 €,1 dorm.,72 m,Piso en venta en Villa De Vallecas
Madrid,2 baños,309.900 €,4 dorm.,133 m,Piso en venta en Vicálvaro
Villafontana Ii- Móstoles,2 baños,80.000 €,1 dorm.,40 m,Local comercial en venta en Villafontana Ii - Libertad
Chamartín- Prosperidad- Madrid,1 baño,275.000 €,2 dorm.,60 m,Piso en venta en Calle Constancia
Madrid,1 baño,177.000 €,3 dorm.,60 m,Piso en venta en Moratalaz
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,2 baños,530.000 €,8 dorm.,300 m,Edificio en venta en Fuencarral
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,1 baño,230.000 €,4 dorm.,107 m,Piso en venta en Fuencarral
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,1 baño,300.000 €,4 dorm.,107 m,Piso en venta en Fuencarral
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,1 baño,175.000 €,3 dorm.,115 m,Casa en venta en C. Gutiérrez y Michel
Madrid Rio - Los Carmenes- Madrid,2 baños,340.000 €,3 dorm.,92 m,Piso en venta en Latina
Delicias - Embajadores- Madrid,1 baño,420.000 €,1 dorm.,85 m,Local comercial en venta en Arganzuela
Ciudad De Los Angeles- Madrid,1 baño,107.500 €,3 dorm.,57 m,Piso en venta en Villaverde
Chorrillo- Alcalá De Henares,2 baños,66.000 €,1 dorm.,60 m,Local comercial en venta en Chorrillo - Estación - Ensanche
Tetuán- Cuzco - Castillejos- Madrid,1 baño,369.000 €,2 dorm.,75 m,Piso en venta en Calle Gral. Ramírez de Madrid
Centro- Leganés,1 baño,208.000 €,2 dorm.,85 m,Piso en venta en Centro - Escritores
Ensanche- Alcalá De Henares,1 baño,185.000 €,3 dorm.,146 m,Piso en venta en Chorrillo - Estación - Ensanche
Parla,1 baño,116.000 €,3 dorm.,81 m,Piso en venta en Parla
Villafontana I- Móstoles,1 baño,182.000 €,3 dorm.,85 m,Piso en venta en Villafontana I - Pau
Moscardo - Antonio Lopez- Madrid,1 baño,186.000 €,3 dorm.,90 m,Piso en venta en Usera
Marque De Vadillo - Comillas- Madrid,1 baño,239.000 €,3 dorm.,71 m,Piso en venta en Carabanchel
Santos- Leganés,1 baño,126.000 €,3 dorm.,65 m,Piso en venta en San Nicasio - Santos - Batallas
Collado Villalba,1 baño,157.500 €,2 dorm.,94 m,Piso en venta en Collado Villalba
Getafe Centro- Getafe,2 baños,245.000 €,3 dorm.,105 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
San Diego- Madrid,2 baños,169.000 €,3 dorm.,81 m,Piso en venta en Puente De Vallecas
Soto- Móstoles,1 baño,144.000 €,3 dorm.,75 m,Piso en venta en Soto
Loeches,3 baños,490.000 €,3 dorm.,361 m,Casa en venta en Loeches
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,99.000 €,2 dorm.,75 m,Piso en venta en Villaverde
Pueblo Nuevo- Madrid,1 baño,157.000 €,2 dorm.,58 m,Piso en venta en Ciudad Lineal
Majadahonda,2 baños,316.000 €,3 dorm.,177 m,Casa en venta en Majadahonda
San Sebastián De Los Reyes,2 baños,395.000 €,3 dorm.,94 m,Piso en venta en San Sebastián De Los Reyes
Móstoles,2 baños,165.000 €,3 dorm.,87 m,Piso en venta en Centro - Hospital
Ventas- Madrid,1 baño,150.000 €,2 dorm.,60 m,Piso en venta en Ciudad Lineal
Marque De Vadillo - Comillas- Madrid,1 baño,169.000 €,3 dorm.,77 m,Piso en venta en Carabanchel
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,112.000 €,2 dorm.,70 m,Piso en venta en Villaverde
Ciudad Jardín- Madrid,2 baños,339.000 €,4 dorm.,92 m,Piso en venta en Chamartín
Torrejón De Ardoz,2 baños,261.900 €,3 dorm.,118 m,Piso en venta en Torrejón De Ardoz
Las Aguilas - Cuatro Vientos- Madrid,1 baño,176.000 €,2 dorm.,60 m,Piso en venta en Latina
Chamartín- Prosperidad- Madrid,2 baños,375.000 €,3 dorm.,107 m,Piso en venta en Calle Zabaleta
Madrid,1 baño,240.000 €,3 dorm.,86 m,Piso en venta en Moratalaz
Collado Villalba,1 baño,160.000 €,4 dorm.,105 m,Piso en venta en Collado Villalba
Villaviciosa De Odón,4 baños,470.000 €,7 dorm.,456 m,Casa en venta en Villaviciosa De Odón
Meco,2 baños,237.000 €,5 dorm.,124 m,Casa en venta en Meco
Pinto,2 baños,280.000 €,2 dorm.,156 m,Piso en venta en Pinto
Villalbilla,1 baño,149.900 €,2 dorm.,69 m,Piso en venta en Villalbilla
Latina- Puerta Del Ángel- Madrid,1 baño,199.000 €,3 dorm.,79 m,Piso en venta en C. Solana de Luche
Torres Bellas- Alcorcón,1 baño,145.000 €,3 dorm.,60 m,Piso en venta en Centro - Ondarreta - Torres Bellas
Fuente Del Berro- Madrid,3 baños,675.000 €,2 dorm.,166 m,Piso en venta en Salamanca
Ciudad De Los Angeles- Madrid,1 baño,147.000 €,3 dorm.,66 m,Piso en venta en Villaverde
Villa De Vallecas- Santa Eugenia- Madrid,2 baños,249.000 €,2 dorm.,106 m,Piso en venta en C. Fresno de Cantespino
Lucero- Madrid,1 baño,137.000 €,3 dorm.,74 m,Piso en venta en Latina
Orcasitas - San Fermin- Madrid,2 baños,169.000 €,3 dorm.,112 m,Piso en venta en Usera
La Paz- Madrid,1 baño,310.000 €,1 dorm.,69 m,Piso en venta en Fuencarral
Arganda Del Rey,2 baños,360.000 €,4 dorm.,287 m,Piso en venta en Arganda Del Rey
Carabaña,1 baño,110.000 €,4 dorm.,184 m,Terrenos en venta en Carabaña
Torrejón De Ardoz,1 baño,125.000 €,3 dorm.,85 m,Piso en venta en Torrejón De Ardoz
Fuente Del Berro- Madrid,1 baño,690.000 €,2 dorm.,88 m,Piso en venta en Salamanca
Chorrillo- Alcalá De Henares,1 baño,139.900 €,3 dorm.,80 m,Piso en venta en Chorrillo - Estación - Ensanche
Arganzuela- Imperial- Madrid,2 baños,510.000 €,4 dorm.,108 m,Piso en venta en Paseo de la Virgen del Puerto
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,1 baño,154.900 €,1 dorm.,88 m,Piso en venta en Muela de san juan
Villa De Vallecas- Casco Histórico De Vallecas- Madrid,2 baños,499.000 €,4 dorm.,142 m,Ático en venta en C. del Congosto
Casco Histórico De Vallecas- Madrid,2 baños,319.900 €,3 dorm.,111 m,Piso en venta en Villa De Vallecas
Rosas- Madrid,2 baños,180.000 €,4 dorm.,101 m,Piso en venta en San Blas
Tres Cantos,1 baño,352.000 €,3 dorm.,129 m,Piso en venta en Tres Cantos
Tres Cantos,1 baño,315.000 €,2 dorm.,114 m,Piso en venta en Tres Cantos
Valdeolmos-Alalpardo,2 baños,529.000 €,4 dorm.,272 m,Casa en venta en Valdeolmos-Alalpardo
Villafontana Ii- Móstoles,3 baños,179.500 €,3 dorm.,105 m,Piso en venta en Villafontana Ii - Libertad
Mejorada Del Campo,1 baño,113.000 €,1 dorm.,40 m,Piso en venta en Mejorada Del Campo
Juan De Austria- Alcalá De Henares,1 baño,147.000 €,3 dorm.,90 m,Piso en venta en Pryconsa - Juan De Austria - El Val
Madrid,1 baño,140.000 €,3 dorm.,76 m,Piso en venta en Vicálvaro
Orcasitas - San Fermin- Madrid,2 baños,239.000 €,3 dorm.,102 m,Piso en venta en Usera
Madrid,1 baño,365.000 €,3 dorm.,95 m,Piso en venta en Retiro
Libertad- Móstoles,1 baño,157.000 €,3 dorm.,74 m,Piso en venta en Villafontana Ii - Libertad
Argüelles - Casa De Campo- Madrid,2 baños,800.000 €,4 dorm.,138 m,Piso en venta en Moncloa - Aravaca
Palacio- Madrid,1 baño,315.000 €,2 dorm.,65 m,Piso en venta en Centro
San Isidro- Madrid,1 baño,210.000 €,2 dorm.,46 m,Piso en venta en Carabanchel
Mejorada Del Campo,2 baños,139.000 €,4 dorm.,102 m,Piso en venta en Mejorada Del Campo
